"series_url","series","season","winner","margin"
"http://www.espncricinfo.com/ci/engine/series/256663.html","India in Sri Lanka ODI Series","2006","drawn","0-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/249145.html","Unitech Cup (India, South Africa, Sri Lanka in Sri Lanka)","2006","abandoned",""
"http://www.espncricinfo.com/ci/engine/series/224901.html","NatWest Series [Pakistan in England]","2006","drawn","2-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/255959.html","Zimbabwe in South Africa ODI Series","2006/07","South Africa","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/256596.html","DLF Cup (Australia, India, West Indies in Malaysia)","2006/07","Australia",""
"http://www.espncricinfo.com/ci/engine/series/232694.html","ICC Champions Trophy (in India)","2006/07","Australia",""
"http://www.espncricinfo.com/ci/engine/series/258003.html","Bermuda in Kenya ODI Series","2006/07","Kenya","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/259379.html","ICC Tri-Series (in South Africa) (Bermuda, Canada, Netherlands in South Africa)","2006/07","Netherlands",""
"http://www.espncricinfo.com/ci/engine/series/249040.html","India in South Africa ODI Series","2006/07","South Africa","4-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/264063.html","Zimbabwe in Bangladesh ODI Series","2006/07","Bangladesh","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/257764.html","West Indies in Pakistan ODI Series","2006/07","Pakistan","3-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/264073.html","Scotland in Bangladesh ODI Series","2006/07","Bangladesh","2-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/251040.html","Sri Lanka in New Zealand ODI Series","2006/07","drawn","2-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/273223.html","Associates Tri-Series (in Kenya) (Canada, Kenya, Scotland in Kenya)","2006/07","Kenya",""
"http://www.espncricinfo.com/ci/engine/series/267704.html","West Indies in India ODI Series","2006/07","India","3-1 (4)"
"http://www.espncricinfo.com/ci/engine/series/266603.html","ICC World Cricket League Division One (Bermuda, Canada, Ireland, Kenya, Netherlands, Scotland in Kenya)","2006/07","Kenya",""
"http://www.espncricinfo.com/ci/engine/series/275749.html","Bangladesh in Zimbabwe ODI Series","2006/07","Bangladesh","3-1 (4)"
"http://www.espncricinfo.com/ci/engine/series/249146.html","Commonwealth Bank Series (Australia, England, New Zealand in Australia)","2006/07","England",""
"http://www.espncricinfo.com/ci/engine/series/250055.html","Pakistan in South Africa ODI Series","2006/07","South Africa","3-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/267705.html","Sri Lanka in India ODI Series","2006/07","India","2-1 (4)"
"http://www.espncricinfo.com/ci/engine/series/251039.html","Chappell-Hadlee Trophy (Australia in New Zealand)","2006/07","New Zealand","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/274770.html","Associates Tri-Series (in West Indies) (Bangladesh, Bermuda, Canada in West Indies)","2006/07","Bangladesh",""
"http://www.espncricinfo.com/ci/engine/series/125929.html","ICC World Cup (in West Indies)","2006/07","Australia",""
"http://www.espncricinfo.com/ci/engine/series/282686.html","India in Bangladesh ODI Series","2007","India","2-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/293500.html","Warid Cricket Series (Pakistan, Sri Lanka in United Arab Emirates)","2007","Pakistan","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/289101.html","Afro-Asia Cup (Africa XI, Asia XI in India)","2007","Asia XI","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/293067.html","India in Ireland ODI Match","2007","India","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/293069.html","South Africa in Ireland ODI Match","2007","South Africa","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/297768.html","Future Cup (India, South Africa in Ireland)","2007","India","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/294802.html","Pakistan in Scotland ODI Match","2007","abandoned","0-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/294715.html","Future Friendship Cup (India, Pakistan in Scotland)","2007","abandoned","0-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/296568.html","Netherlands in Canada ODI Series","2007","Netherlands","1-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/258448.html","NatWest Series [West Indies in England]","2007","West Indies","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/295775.html","Quadrangular Series (Ireland) (Ireland, Netherlands, Scotland, West Indies in Ireland)","2007","West Indies",""
"http://www.espncricinfo.com/ci/engine/series/293427.html","Bangladesh in Sri Lanka ODI Series","2007","Sri Lanka","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/307225.html","India in Scotland ODI Match","2007","India","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/296574.html","Bermuda in Netherlands ODI Series","2007","Netherlands","2-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/300485.html","South Africa in Zimbabwe ODI Series","2007","South Africa","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/258453.html","NatWest Series [India in England]","2007","England","4-3 (7)"
"http://www.espncricinfo.com/ci/engine/series/291206.html","England in Sri Lanka ODI Series","2007/08","England","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/297425.html","Australia in India ODI Series","2007/08","Australia","4-2 (7)"
"http://www.espncricinfo.com/ci/engine/series/296683.html","Canada in Kenya ODI Series","2007/08","Kenya","2-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/313991.html","Bermuda in Kenya ODI Series","2007/08","Kenya","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/299000.html","South Africa in Pakistan ODI Series","2007/08","South Africa","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/297428.html","Pakistan in India ODI Series","2007/08","India","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/298787.html","New Zealand in South Africa ODI Series","2007/08","South Africa","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/317575.html","West Indies in Zimbabwe ODI Series","2007/08","West Indies","3-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/291344.html","Chappell-Hadlee Trophy (New Zealand in Australia)","2007/08","Australia","2-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/300416.html","Bangladesh in New Zealand ODI Series","2007/08","New Zealand","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/325790.html","Zimbabwe in Pakistan ODI Series","2007/08","Pakistan","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/298788.html","West Indies in South Africa ODI Series","2007/08","South Africa","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/300417.html","England in New Zealand ODI Series","2007/08","New Zealand","3-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/291340.html","Commonwealth Bank Series (Australia, India, Sri Lanka in Australia)","2007/08","India",""
"http://www.espncricinfo.com/ci/engine/series/323942.html","South Africa in Bangladesh ODI Series","2007/08","South Africa","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/335632.html","Ireland in Bangladesh ODI Series","2007/08","Bangladesh","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/319121.html","Sri Lanka in West Indies ODI Series","2007/08","West Indies","2-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/343066.html","Bangladesh in Pakistan ODI Series","2007/08","Pakistan","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/345463.html","Kitply Cup (Bangladesh, India, Pakistan in Bangladesh)","2008","Pakistan",""
"http://www.espncricinfo.com/ci/engine/series/296896.html","NatWest Series [New Zealand in England]","2008","New Zealand","3-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/325536.html","Bermuda in Canada ODI Series","2008","Bermuda","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/325539.html","Associates Tri-Series (in Scotland) (Ireland, New Zealand, Scotland in Scotland)","2008","New Zealand",""
"http://www.espncricinfo.com/ci/engine/series/298014.html","Asia Cup (Bangladesh, Hong Kong, India, Pakistan, Sri Lanka, United Arab Emirates in Pakistan)","2008","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/319124.html","Australia in West Indies ODI Series","2008","Australia","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/342158.html","European Championship Division One (in Ireland)","2008","Ireland",""
"http://www.espncricinfo.com/ci/engine/series/363897.html","Bermuda in Netherlands ODI Series","2008","Netherlands","1-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/325545.html","Canada in Ireland ODI Match","2008","abandoned","0-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/325546.html","Kenya in Scotland ODI Series","2008","drawn","0-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/314674.html","England in Scotland ODI Match","2008","abandoned","0-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/325547.html","Kenya in Netherlands ODI Match","2008","Netherlands","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/349898.html","Scotiabank Series (Bermuda, Canada, West Indies in Canada)","2008","West Indies",""
"http://www.espncricinfo.com/ci/engine/series/325548.html","Kenya in Ireland ODI Series","2008","Ireland","1-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/343727.html","India in Sri Lanka ODI Series","2008","India","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/296897.html","NatWest Series [South Africa in England]","2008","England","4-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/336197.html","Bangladesh in Australia ODI Series","2008","Australia","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/361751.html","New Zealand in Bangladesh ODI Series","2008/09","New Zealand","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/325553.html","Tri-Nation Tournament in Kenya","2008/09","shared",""
"http://www.espncricinfo.com/ci/engine/series/360799.html","Kenya in South Africa ODI Series","2008/09","South Africa","2-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/350337.html","Bangladesh in South Africa ODI Series","2008/09","South Africa","2-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/374055.html","Pakistan v West Indies ODI Series (in United Arab Emirates)","2008/09","Pakistan","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/375452.html","Sri Lanka in Zimbabwe ODI Series","2008/09","Sri Lanka","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/361037.html","England in India ODI Series","2008/09","India","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/366703.html","West Indies in New Zealand ODI Series","2008/09","New Zealand","2-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/378748.html","Tri-Nation Tournament in Bangladesh","2008/09","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/378746.html","Zimbabwe in Bangladesh ODI Series","2008/09","Bangladesh","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/385748.html","Sri Lanka in Pakistan ODI Series","2008/09","Sri Lanka","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/351612.html","South Africa in Australia ODI Series","2008/09","South Africa","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/385022.html","Zimbabwe in Kenya ODI Series","2008/09","Zimbabwe","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/386526.html","India in Sri Lanka ODI Series","2008/09","India","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/351614.html","Chappell-Hadlee Trophy (New Zealand in Australia)","2008/09","drawn","2-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/366619.html","India in New Zealand ODI Series","2008/09","India","3-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/352659.html","England in West Indies ODI Series","2008/09","England","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/350464.html","Australia in South Africa ODI Series","2008/09","South Africa","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/384067.html","ICC World Cup Qualifiers (in South Africa)","2009","Ireland",""
"http://www.espncricinfo.com/ci/engine/series/390285.html","Australia v Pakistan ODI Series (in United Arab Emirates)","2009","Australia","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/380711.html","NatWest Series [West Indies in England]","2009","England","2-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/377312.html","India in West Indies ODI Series","2009","India","2-1 (4)"
"http://www.espncricinfo.com/ci/engine/series/408328.html","Canada in Scotland ODI Series","2009","drawn","1-1 (2)"
"http://www.espncricinfo.com/ci/engine/series/408331.html","Canada in Netherlands ODI Series","2009","Netherlands","1-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/408329.html","Kenya in Ireland ODI Series","2009","Ireland","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/401066.html","Bangladesh in West Indies ODI Series","2009","Bangladesh","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/403363.html","Pakistan in Sri Lanka ODI Series","2009","Sri Lanka","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/410335.html","Bangladesh in Zimbabwe ODI Series","2009","Bangladesh","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/408330.html","Ireland in Scotland ODI Series","2009","Ireland","1-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/415151.html","Kenya in Canada ODI Series","2009","Canada","1-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/383254.html","England in Ireland ODI Match","2009","England","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/373839.html","Australia in Scotland ODI Match","2009","Australia","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/415169.html","Afghanistan in Netherlands ODI Series","2009","drawn","1-1 (2)"
"http://www.espncricinfo.com/ci/engine/series/403358.html","Compaq Cup (India, New Zealand, Sri Lanka in Sri Lanka)","2009","India",""
"http://www.espncricinfo.com/ci/engine/series/350029.html","NatWest Series [Australia in England]","2009","Australia","6-1 (7)"
"http://www.espncricinfo.com/ci/engine/series/374074.html","ICC Champions Trophy (in South Africa)","2009/10","Australia",""
"http://www.espncricinfo.com/ci/engine/series/424850.html","Kenya in Zimbabwe ODI Series","2009/10","Zimbabwe","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/422623.html","Zimbabwe in Bangladesh ODI Series","2009/10","Bangladesh","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/426717.html","Pakistan v New Zealand ODI Series (in United Arab Emirates)","2009/10","New Zealand","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/430504.html","Zimbabwe in South Africa ODI Series","2009/10","South Africa","2-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/416235.html","Australia in India ODI Series","2009/10","Australia","4-2 (7)"
"http://www.espncricinfo.com/ci/engine/series/387553.html","England in South Africa ODI Series","2009/10","England","2-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/430868.html","Sri Lanka in India ODI Series","2009/10","India","3-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/434245.html","Tri-Nation Tournament in Bangladesh","2009/10","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/406186.html","Pakistan in Australia ODI Series","2009/10","Australia","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/423773.html","Bangladesh in New Zealand ODI Series","2009/10","New Zealand","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/446644.html","Afghanistan v Canada ODI Series (in United Arab Emirates)","2009/10","drawn","1-1 (2)"
"http://www.espncricinfo.com/ci/engine/series/442229.html","Netherlands in Kenya ODI Series","2009/10","drawn","1-1 (2)"
"http://www.espncricinfo.com/ci/engine/series/406182.html","West Indies in Australia ODI Series","2009/10","Australia","4-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/441823.html","South Africa in India ODI Series","2009/10","India","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/426378.html","England in Bangladesh ODI Series","2009/10","England","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/423777.html","Chappell-Hadlee Trophy (Australia in New Zealand)","2009/10","Australia","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/439108.html","Zimbabwe in West Indies ODI Series","2009/10","West Indies","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/448359.html","Canada in West Indies ODI Match","2009/10","West Indies","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/448360.html","Ireland in West Indies ODI Match","2009/10","West Indies","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/439111.html","South Africa in West Indies ODI Series","2010","South Africa","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/452140.html","Zimbabwe Triangular Series (India, Sri Lanka, Zimbabwe)","2010","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/442231.html","Scotland in Netherlands ODI Match","2010","Netherlands","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/426343.html","Australia in Ireland ODI Match","2010","Australia","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/426345.html","England in Scotland ODI Match","2010","England","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/424694.html","Asia Cup (Bangladesh, India, Pakistan, Sri Lanka in Sri Lanka)","2010","India",""
"http://www.espncricinfo.com/ci/engine/series/426380.html","NatWest Series [Australia in England]","2010","England","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/449745.html","ICC World Cricket League Division One (Afghanistan, Canada, Ireland, Kenya, Netherlands, Scotland in Netherlands)","2010","Ireland",""
"http://www.espncricinfo.com/ci/engine/series/426352.html","NatWest Series [Bangladesh in England]","2010","England","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/464810.html","Bangladesh in Ireland ODI Series","2010","drawn","1-1 (2)"
"http://www.espncricinfo.com/ci/engine/series/464808.html","Bangladesh in Scotland ODI Match","2010","abandoned","0-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/467443.html","Bangladesh v Netherlands ODI Match (in Scotland)","2010","Netherlands","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/450500.html","Afghanistan in Scotland ODI Series","2010","drawn","1-1 (2)"
"http://www.espncricinfo.com/ci/engine/series/464718.html","Netherlands in Ireland ODI Series","2010","Ireland","2-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/456661.html","Sri Lanka Triangular Series (India, New Zealand, Sri Lanka)","2010","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/464721.html","Ireland in Canada ODI Series","2010","drawn","1-1 (2)"
"http://www.espncricinfo.com/ci/engine/series/426360.html","NatWest Series [Pakistan in England]","2010","England","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/474452.html","Ireland in Zimbabwe ODI Series","2010/11","Zimbabwe","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/470623.html","Afghanistan in Kenya ODI Series","2010/11","Kenya","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/476045.html","New Zealand in Bangladesh ODI Series","2010/11","Bangladesh","4-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/463135.html","Zimbabwe in South Africa ODI Series","2010/11","South Africa","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/464520.html","Australia in India ODI Series","2010/11","India","1-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/446948.html","Sri Lanka in Australia ODI Series","2010/11","Sri Lanka","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/461557.html","Pakistan v South Africa ODI Series (in United Arab Emirates)","2010/11","South Africa","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/467881.html","New Zealand in India ODI Series","2010/11","India","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/486518.html","Zimbabwe in Bangladesh ODI Series","2010/11","Bangladesh","3-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/463139.html","India in South Africa ODI Series","2010/11","South Africa","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/473916.html","Pakistan in New Zealand ODI Series","2010/11","Pakistan","3-2 (6)"
"http://www.espncricinfo.com/ci/engine/series/446950.html","England in Australia ODI Series","2010/11","Australia","6-1 (7)"
"http://www.espncricinfo.com/ci/engine/series/464983.html","West Indies in Sri Lanka ODI Series","2010/11","Sri Lanka","2-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/502618.html","Chappell-Hadlee Trophy (Australia, New Zealand in India)","2010/11","Australia","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/381449.html","ICC Cricket World Cup (in Bangladesh/India/Sri Lanka)","2010/11","India",""
"http://www.espncricinfo.com/ci/engine/series/503358.html","Australia in Bangladesh ODI Series","2011","Australia","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/489204.html","Pakistan in West Indies ODI Series","2011","Pakistan","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/507994.html","Pakistan in Ireland ODI Series","2011","Pakistan","2-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/489200.html","India in West Indies ODI Series","2011","India","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/474458.html","NatWest Series [Sri Lanka in England]","2011","England","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/506201.html","Tri-Nation Tournament in Scotland","2011","Sri Lanka",""
"http://www.espncricinfo.com/ci/engine/series/504004.html","Bangladesh in Zimbabwe ODI Series","2011","Zimbabwe","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/516176.html","Australia in Sri Lanka ODI Series","2011","Australia","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/483125.html","England in Ireland ODI Match","2011","England","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/504007.html","Pakistan in Zimbabwe ODI Series","2011","Pakistan","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/474461.html","NatWest Series [India in England]","2011","England","3-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/531977.html","West Indies in Bangladesh ODI Series","2011/12","West Indies","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/521214.html","England in India ODI Series","2011/12","India","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/527010.html","New Zealand in Zimbabwe ODI Series","2011/12","New Zealand","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/514019.html","Australia in South Africa ODI Series","2011/12","Australia","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/530422.html","Pakistan v Sri Lanka ODI Series (in United Arab Emirates)","2011/12","Pakistan","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/538066.html","Pakistan in Bangladesh ODI Series","2011/12","Pakistan","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/536926.html","West Indies in India ODI Series","2011/12","India","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/514022.html","Sri Lanka in South Africa ODI Series","2011/12","South Africa","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/520583.html","Zimbabwe in New Zealand ODI Series","2011/12","New Zealand","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/545658.html","Pakistan v Afghanistan ODI Match (in United Arab Emirates)","2011/12","Pakistan","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/531622.html","Pakistan v England ODI Series (in United Arab Emirates)","2011/12","England","4-0 (4)"
"http://www.espncricinfo.com/ci/engine/series/520586.html","South Africa in New Zealand ODI Series","2011/12","South Africa","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/518940.html","Commonwealth Bank Series (Australia, India, Sri Lanka in Australia)","2011/12","Australia",""
"http://www.espncricinfo.com/ci/engine/series/524504.html","Asia Cup (Bangladesh, India, Pakistan, Sri Lanka in Bangladesh)","2011/12","Pakistan",""
"http://www.espncricinfo.com/ci/engine/series/540165.html","Australia in West Indies ODI Series","2011/12","drawn","2-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/562433.html","Pakistan in Sri Lanka ODI Series","2012","Sri Lanka","3-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/534189.html","NatWest Series [West Indies in England]","2012","England","2-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/534194.html","Australia in Ireland ODI Match","2012","abandoned","0-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/534193.html","NatWest Series [Australia in England]","2012","England","4-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/560919.html","New Zealand in West Indies ODI Series","2012","West Indies","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/564779.html","India in Sri Lanka ODI Series","2012","India","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/571948.html","Afghanistan v Australia ODI Match (in United Arab Emirates)","2012","Australia","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/571143.html","Pakistan v Australia ODI Series (in United Arab Emirates)","2012","Australia","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/534192.html","NatWest Series [South Africa in England]","2012","drawn","2-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/582182.html","New Zealand in Sri Lanka ODI Series","2012/13","Sri Lanka","3-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/586601.html","West Indies in Bangladesh ODI Series","2012/13","Bangladesh","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/589304.html","Pakistan in India ODI Series","2012/13","Pakistan","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/572998.html","Sri Lanka in Australia ODI Series","2012/13","drawn","2-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/567345.html","New Zealand in South Africa ODI Series","2012/13","New Zealand","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/565798.html","England in India ODI Series","2012/13","India","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/572999.html","West Indies in Australia ODI Series","2012/13","Australia","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/569232.html","England in New Zealand ODI Series","2012/13","England","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/593979.html","Zimbabwe in West Indies ODI Series","2012/13","West Indies","3-0 (3)"
"http://www.espncricinfo.com/ci/engine/series/567348.html","Pakistan in South Africa ODI Series","2012/13","South Africa","3-2 (5)"
"http://www.espncricinfo.com/ci/engine/series/602467.html","Bangladesh in Sri Lanka ODI Series","2012/13","drawn","1-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/623569.html","Bangladesh in Zimbabwe ODI Series","2013","Zimbabwe","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/601075.html","Pakistan in Scotland ODI Series","2013","Pakistan","1-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/601611.html","Pakistan in Ireland ODI Series","2013","Pakistan","1-0 (2)"
"http://www.espncricinfo.com/ci/engine/series/602760.html","Netherlands v South Africa ODI Match (in Netherlands)","2013","South Africa","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/566899.html","NatWest Series [New Zealand in England]","2013","New Zealand","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/566910.html","ICC Champions Trophy (in England)","2013","India",""
"http://www.espncricinfo.com/ci/engine/series/597920.html","West Indies Tri-Nation Series (India, Sri Lanka, West Indies)","2013","India",""
"http://www.espncricinfo.com/ci/engine/series/645627.html","Pakistan in West Indies ODI Series","2013","Pakistan","3-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/635651.html","South Africa in Sri Lanka ODI Series","2013","Sri Lanka","4-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/643659.html","India in Zimbabwe ODI Series","2013","India","5-0 (5)"
"http://www.espncricinfo.com/ci/engine/series/659539.html","Pakistan in Zimbabwe ODI Series","2013","Pakistan","2-1 (3)"
"http://www.espncricinfo.com/ci/engine/series/566903.html","Australia in Scotland ODI Match","2013","Australia","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/566904.html","RSA Challenge (England in Ireland)","2013","England","1-0 (1)"
"http://www.espncricinfo.com/ci/engine/series/566896.html","NatWest Series [Australia in England]","2013","Australia","2-1 (5)"
"http://www.espncricinfo.com/ci/engine/series/518430.html","ICC World Cricket League Championship","2011-2013/14","Ireland",""
"http://www.espncricinfo.com/ci/engine/series/647245.html","Australia in India ODI Series","2013/14","India","3-2 (7)"
